ProbeId	GeneId	GeneSymbol	GeneAccnum	GeneRefseqid	GeneEnsemblid	GeneName
219156_at	55333	SYNJ2BP	NM_018373	NM_018373	NA	synaptojanin 2 binding protein
219157_at	11275	KLHL2	NM_007246	NM_007246	NA	kelch-like 2, Mayven (Drosophila)
219158_s_at	80155	NARG1	NM_025085	NM_057175	NA	NMDA receptor regulated 1
219159_s_at	57823	SLAMF7	NM_021181	NM_021181	NA	SLAM family member 7
219160_s_at	64895	PAPOLG	NM_022894	NM_022894	NA	poly(A) polymerase gamma
219161_s_at	51192	CKLF	NM_016951	NA	NA	chemokine-like factor
219162_s_at	65003	MRPL11	NM_016050	NA	NA	mitochondrial ribosomal protein L11
219163_at	54811	ZNF562	NM_017656	NM_017656	NA	zinc finger protein 562
219164_s_at	55102	C14orf103	NM_018036	NM_018036	NA	chromosome 14 open reading frame 103
219165_at	64236	PDLIM2	NM_021630	NA	NA	PDZ and LIM domain 2 (mystique)
219166_at	55172	C14orf104	NM_018139	NM_018139	NA	chromosome 14 open reading frame 104
219167_at	51285	RASL12	NM_016563	NM_016563	NA	RAS-like, family 12
219168_s_at	55615	PRR5	NM_017701	NA	NA	proline rich protein 5
219169_s_at	51106	TFB1M	NM_016020	NM_016020	NA	transcription factor B1, mitochondrial
219170_at	79187	FSD1	NM_024333	NM_024333	NA	fibronectin type III and SPRY domain containing 1
219171_s_at	7776	ZNF236	NM_007345	NM_007345	NA	zinc finger protein 236
219172_at	80019	UBTD1	NM_024954	NM_024954	NA	ubiquitin domain containing 1
219173_at	80022	MYO15B	NM_024957	NA	NA	myosin XVB pseudogene
219174_at	80173	CCDC2	NM_025103	NM_025103	NA	coiled-coil domain containing 2
219175_s_at	54946	SLC41A3	NM_017836	NA	NA	solute carrier family 41, member 3
219176_at	79568	FLJ22555	NM_024520	NM_024520	NA	hypothetical protein FLJ22555
219177_at	55299	BXDC2	NM_018321	NM_018321	NA	brix domain containing 2
219178_at	79691	QTRTD1	NM_024638	NM_024638	NA	queuine tRNA-ribosyltransferase domain containing 1
219179_at	51339	DACT1	NM_016651	NM_016651	NA	dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)
219180_s_at	55670	PEX26	AI817074	NM_017929	NA	peroxisome biogenesis factor 26
219181_at	9388	LIPG	NM_006033	NM_006033	NA	lipase, endothelial
219182_at	23563	CHST5	NM_024533	NA	NA	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5
219183_s_at	27128	PSCD4	NM_013385	NM_013385	NA	pleckstrin homology, Sec7 and coiled-coil domains 4
219184_x_at	29928	TIMM22	NM_013337	NM_013337	NA	translocase of inner mitochondrial membrane 22 homolog (yeast)
219185_at	23408	SIRT5	NM_012241	NA	NA	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)
219186_at	51341	ZBTB7A	NM_020224	NM_015898	NA	zinc finger and BTB domain containing 7A
219187_at	63943	FKBPL	NM_022110	NM_022110	NA	FK506 binding protein like
219188_s_at	28992	LRP16	NM_014067	NM_014067	NA	LRP16 protein
219189_at	26233	FBXL6	NM_024555	NA	NA	F-box and leucine-rich repeat protein 6
219190_s_at	192670	EIF2C4	NM_017629	NM_017629	NA	eukaryotic translation initiation factor 2C, 4
219191_s_at	51411	BIN2	NM_016293	NM_016293	NA	bridging integrator 2
219192_at	55833	UBAP2	NM_018449	NA	NA	ubiquitin associated protein 2
219193_at	55100	WDR70	NM_018034	NM_018034	NA	WD repeat domain 70
219194_at	57715	SEMA4G	NM_017893	NM_017893	NA	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G
219195_at	10891	PPARGC1A	NM_013261	NM_013261	NA	peroxisome proliferative activated receptor, gamma, coactivator 1, alpha
219196_at	29106	SCG3	NM_013243	NM_013243	NA	secretogranin III
219197_s_at	57758	SCUBE2	AI424243	NM_020974	NA	signal peptide, CUB domain, EGF-like 2
219198_at	9329	GTF3C4	NM_012204	NM_012204	NA	general transcription factor IIIC, polypeptide 4, 90kDa
219199_at	27125	AFF4	NM_014423	NM_014423	NA	AF4/FMR2 family, member 4
219200_at	79072	MGC5297	NM_024091	NM_024091	NA	hypothetical protein MGC5297
219201_s_at	57045	TWSG1	NM_020648	NM_020648	NA	twisted gastrulation homolog 1 (Drosophila)
219202_at	79651	RHBDL6	NM_024599	NA	NA	rhomboid, veinlet-like 6 (Drosophila)
219203_at	51016	C14orf122	NM_016049	NM_016049	NA	chromosome 14 open reading frame 122
219204_s_at	63826	SRR	NM_021947	NM_021947	NA	serine racemase
219205_at	63826	SRR	NM_021947	NM_021947	NA	serine racemase
219206_x_at	51643	TMBIM4	NM_016056	NM_016056	NA	transmembrane BAX inhibitor motif containing 4
219207_at	80153	FLJ21128	NM_025083	NM_025083	NA	hypothetical protein FLJ21128
219208_at	80204	FBXO11	NM_025133	NA	NA	F-box protein 11
219209_at	64135	IFIH1	NM_022168	NM_022168	NA	interferon induced with helicase C domain 1
219210_s_at	51762	RAB8B	NM_016530	NM_016530	NA	RAB8B, member RAS oncogene family
219211_at	11274	USP18	NM_017414	NM_017414	NA	ubiquitin specific peptidase 18
219212_at	51182	HSPA14	NM_016299	NM_016299	NA	heat shock 70kDa protein 14
219213_at	58494	JAM2	NM_021219	NM_021219	NA	junctional adhesion molecule 2
219214_s_at	30833	NT5C	NM_021163	NM_014595	NA	5', 3'-nucleotidase, cytosolic
219215_s_at	55630	SLC39A4	NM_017767	NA	NA	solute carrier family 39 (zinc transporter), member 4
219216_at	54465	ETAA16	NM_019002	NM_019002	NA	ETAA16 protein
219217_at	79731	FLJ23441	NM_024678	NM_024678	NA	hypothetical protein FLJ23441
219218_at	57597	KIAA1447	NM_024696	XM_371084	NA	KIAA1447 protein
219219_at	54958	FLJ20512	NM_017854	NM_017854	NA	hypothetical protein FLJ20512
219220_x_at	56945	MRPS22	NM_020191	NM_020191	NA	mitochondrial ribosomal protein S22
219221_at	253461	ZBTB38	NM_024724	XM_172341	NA	zinc finger and BTB domain containing 38
219222_at	64080	RBKS	NM_022128	NM_022128	NA	ribokinase
219223_at	11094	C9orf7	NM_017586	NM_017586	NA	chromosome 9 open reading frame 7
219224_x_at	79797	ZNF408	NM_024741	NM_024741	NA	zinc finger protein 408
219225_at	79605	PGBD5	NM_024554	NM_024554	NA	piggyBac transposable element derived 5
219226_at	51755	CRK7	NM_016507	NM_016507	NA	CDC2-related protein kinase 7
219227_at	79616	FLJ14166	NM_024565	NM_024565	NA	hypothetical protein FLJ14166
219228_at	55422	ZNF331	NM_018555	NM_018555	NA	zinc finger protein 331
219229_at	28232	SLCO3A1	NM_013272	NM_013272	NA	solute carrier organic anion transporter family, member 3A1
219230_at	55273	FLJ10970	NM_018286	NM_018286	NA	hypothetical protein FLJ10970
219231_at	96764	NCOA6IP	NM_024831	NM_024831	NA	nuclear receptor coactivator 6 interacting protein
219232_s_at	112399	EGLN3	NM_022073	NM_022073	NA	egl nine homolog 3 (C. elegans)
219233_s_at	55876	GSDML	NM_018530	NM_018530	NA	gasdermin-like
219234_x_at	79634	SCRN3	NM_024583	NM_024583	NA	secernin 3
219235_s_at	65979	PHACTR4	NM_023923	NM_023923	NA	phosphatase and actin regulator 4
219236_at	79957	PAQR6	NM_024897	NA	NA	progestin and adipoQ receptor family member VI
219237_s_at	79982	DNAJB14	NM_024920	NA	NA	DnaJ (Hsp40) homolog, subfamily B, member 14
219238_at	55650	PIGV	NM_017837	NM_017837	NA	phosphatidylinositol glycan, class V
219239_s_at	55279	ZNF654	NM_018293	NM_018293	NA	zinc finger protein 654
219240_s_at	80007	C10orf88	NM_024942	NM_024942	NA	chromosome 10 open reading frame 88
219241_x_at	54961	SSH3	NM_017857	NA	NA	slingshot homolog 3 (Drosophila)
219242_at	80254	Cep63	NM_025180	NM_025180	NA	centrosome protein Cep63
219243_at	55303	GIMAP4	NM_018326	NM_018326	NA	GTPase, IMAP family member 4
219244_s_at	26589	MRPL46	NM_022163	NM_022163	NA	mitochondrial ribosomal protein L46
219245_s_at	79676	FLJ13491	AI309636	NM_024623	NA	hypothetical protein FLJ13491
219246_s_at	79676	FLJ13491	NM_024623	NM_024623	NA	hypothetical protein FLJ13491
219247_s_at	79683	ZDHHC14	NM_024630	NA	NA	zinc finger, DHHC-type containing 14
219248_at	80745	THUMPD2	NM_025264	NM_025264	NA	THUMP domain containing 2
219249_s_at	60681	FKBP10	NM_021939	NM_021939	NA	FK506 binding protein 10, 65 kDa
219250_s_at	23767	FLRT3	NM_013281	NA	NA	fibronectin leucine rich transmembrane protein 3
219251_s_at	55112	WDR60	NM_018051	NM_018051	NA	WD repeat domain 60
219252_s_at	54960	FAM51A1	NM_017856	NM_017856	NA	family with sequence similarity 51, member A1
219253_at	79134	FAM11B	NM_024121	NR_000034	NA	family with sequence similarity 11, member B
219254_at	79701	FLJ22222	NM_024648	NA	NA	hypothetical protein FLJ22222
219255_x_at	55540	IL17RB	NM_018725	NA	NA	interleukin 17 receptor B
219256_s_at	54436	SH3TC1	NM_018986	NM_018986	NA	SH3 domain and tetratricopeptide repeats 1
219257_s_at	8877	SPHK1	NM_021972	NA	NA	sphingosine kinase 1
219258_at	54962	FLJ20516	NM_017858	NM_017858	NA	timeless-interacting protein
219259_at	64218	SEMA4A	NM_022367	NM_022367	NA	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A
219260_s_at	23587	DERP6	NM_015362	NA	NA	S-phase 2 protein
219261_at	79034	C7orf26	NM_024067	NM_024067	NA	chromosome 7 open reading frame 26
219262_at	79723	SUV39H2	NM_024670	NM_024670	NA	suppressor of variegation 3-9 homolog 2 (Drosophila)
219263_at	79589	RNF128	NM_024539	NA	NA	ring finger protein 128
219264_s_at	28227	PPP2R3B	NM_013239	NA	NA	protein phosphatase 2 (formerly 2A), regulatory subunit B'', beta
219265_at	79817	MOBKL2B	NM_024761	NM_024761	NA	MOB1, Mps One Binder kinase activator-like 2B (yeast)
219266_at	59348	ZNF350	NM_021632	NM_021632	NA	zinc finger protein 350
219267_at	51228	GLTP	NM_016433	NM_016433	NA	glycolipid transfer protein
219268_at	55224	ETNK2	NM_018208	NM_018208	NA	ethanolamine kinase 2
219269_at	79618	FLJ21616	NM_024567	NM_024567	NA	hypothetical protein FLJ21616
219270_at	79094	MGC4504	NM_024111	NM_024111	NA	hypothetical protein MGC4504
219271_at	79623	GALNT14	NM_024572	NM_024572	NA	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14)
219272_at	55223	TRIM62	NM_018207	NM_018207	NA	tripartite motif-containing 62
219273_at	8812	CCNK	NM_003858	NM_003858	NA	cyclin K
219274_at	23554	TSPAN12	NM_012338	NM_012338	NA	tetraspanin 12
219275_at	9141	PDCD5	NM_004708	NM_004708	NA	programmed cell death 5
219276_x_at	79886	C9orf82	NM_024828	NM_024828	NA	chromosome 9 open reading frame 82
219277_s_at	55753	OGDHL	NM_018245	NM_018245	NA	oxoglutarate dehydrogenase-like
219278_at	9064	MAP3K6	NM_004672	NM_004672	NA	mitogen-activated protein kinase kinase kinase 6
219279_at	55619	DOCK10	NM_017718	NM_014689	NA	dedicator of cytokinesis 10
219280_at	54014	BRWD1	NM_018963	NA	NA	bromodomain and WD repeat domain containing 1
219281_at	4482	MSRA	NM_012331	NM_012331	NA	methionine sulfoxide reductase A
219282_s_at	51393	TRPV2	NM_015930	NM_016113	NA	transient receptor potential cation channel, subfamily V, member 2
219283_at	29071	C1GALT1C1	NM_014158	NA	NA	C1GALT1-specific chaperone 1
219284_at	79663	HSPBAP1	NM_024610	NM_024610	NA	HSPB (heat shock 27kDa) associated protein 1
219285_s_at	51199	NIN	NM_016350	NA	NA	ninein (GSK3B interacting protein)
219286_s_at	64783	RBM15	NM_022768	NM_022768	NA	RNA binding motif protein 15
219287_at	27345	KCNMB4	NM_014505	NM_014505	NA	potassium large conductance calcium-activated channel, subfamily M, beta member 4
219288_at	57415	C3orf14	NM_020685	NM_020685	NA	chromosome 3 open reading frame 14
219289_at	55027	FLJ20718	NM_017939	NA	NA	hypothetical protein FLJ20718
219290_x_at	27071	DAPP1	NM_014395	NM_014395	NA	dual adaptor of phosphotyrosine and 3-phosphoinositides
219291_at	56986	DTWD1	NM_020234	NM_020234	NA	DTW domain containing 1
219292_at	55145	THAP1	NM_018105	NA	NA	THAP domain containing, apoptosis associated protein 1
219293_s_at	29789	PTD004	NM_013341	NA	NA	GTP-binding protein PTD004
219294_at	55166	C6orf139	NM_018132	NM_018132	NA	chromosome 6 open reading frame 139
219295_s_at	26577	PCOLCE2	NM_013363	NM_013363	NA	procollagen C-endopeptidase enhancer 2
219296_at	54503	ZDHHC13	NM_019028	NA	NA	zinc finger, DHHC-type containing 13
219297_at	54521	WDR44	NM_019045	NM_019045	NA	WD repeat domain 44
219298_at	79746	ECHDC3	NM_024693	NM_024693	NA	enoyl Coenzyme A hydratase domain containing 3
219299_at	55039	TRMT12	NM_017956	NM_017956	NA	tRNA methyltranferase 12 homolog (S. cerevisiae)
219300_s_at	26047	CNTNAP2	AB020675	NM_014141	NA	contactin associated protein-like 2
219301_s_at	26047	CNTNAP2	AU144598	NM_014141	NA	contactin associated protein-like 2
219302_s_at	26047	CNTNAP2	NM_014141	NM_014141	NA	contactin associated protein-like 2
219303_at	79596	C13orf7	NM_024546	NM_024546	NA	chromosome 13 open reading frame 7
219304_s_at	80310	PDGFD	NM_025208	NA	NA	platelet derived growth factor D
219305_x_at	26232	FBXO2	NM_012168	NM_012168	NA	F-box protein 2
219306_at	56992	KIF15	NM_020242	NM_020242	NA	kinesin family member 15
219307_at	57107	C6orf210	NM_020381	NM_020381	NA	chromosome 6 open reading frame 210
219308_s_at	26289	AK5	NM_012093	NA	NA	adenylate kinase 5
219309_at	79640	FLJ23584	NM_024588	NM_024588	NA	hypothetical protein FLJ23584
219310_at	79953	C20orf39	NM_024893	NM_024893	NA	chromosome 20 open reading frame 39
219311_at	79959	C18orf9	NM_024899	NM_024899	NA	chromosome 18 open reading frame 9
219312_s_at	65986	ZBTB10	NM_023929	NM_023929	NA	zinc finger and BTB domain containing 10
219313_at	54762	DKFZp434C0328	NM_017577	NM_017577	NA	hypothetical protein DKFZp434C0328
219314_s_at	51222	ZNF219	NM_016423	NM_016423	NA	zinc finger protein 219
219315_s_at	79652	C16orf30	NM_024600	NM_024600	NA	chromosome 16 open reading frame 30
219316_s_at	55640	C14orf58	NM_017791	NM_017791	NA	chromosome 14 open reading frame 58
219317_at	11201	POLI	NM_007195	NM_007195	NA	polymerase (DNA directed) iota
219318_x_at	51003	MED31	NM_016060	NM_016060	NA	mediator of RNA polymerase II transcription, subunit 31 homolog (yeast)
219319_at	64344	HIF3A	NM_022462	NA	NA	hypoxia inducible factor 3, alpha subunit
219320_at	80179	MYOHD1	NM_025109	NA	NA	myosin head domain containing 1
219321_at	64398	MPP5	NM_022474	NM_022474	NA	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)
219322_s_at	49856	WDR8	NM_017818	NM_017818	NA	WD repeat domain 8
219323_s_at	10068	IL18BP	NM_005699	NA	NA	interleukin 18 binding protein
219324_at	79159	MGC3731	NM_024313	NM_024313	NA	hypothetical protein MGC3731
219325_s_at	55520	ELAC1	NM_018696	NM_018696	NA	elaC homolog 1 (E. coli)
219326_s_at	10678	B3GNT1	NM_006577	NA	NA	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1
219327_s_at	55890	GPRC5C	NM_022036	NA	NA	G protein-coupled receptor, family C, group 5, member C
219328_at	64794	DDX31	NM_022779	NA	NA	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31
219329_s_at	51374	C2orf28	NM_016085	NA	NA	chromosome 2 open reading frame 28
219330_at	81839	VANGL1	NM_024062	NM_138959	NA	vang-like 1 (van gogh, Drosophila)
219331_s_at	55220	FLJ10748	NM_018203	NM_018203	NA	hypothetical protein FLJ10748
219332_at	79778	MICAL-L2	NM_024723	NA	NA	MICAL-like 2
219333_s_at	11132	CAPN10	NM_023083	NA	NA	calpain 10
219334_s_at	64859	FLJ22833	NM_022837	NA	NA	hypothetical protein FLJ22833
219335_at	64860	ARMCX5	NM_022838	NM_022838	NA	armadillo repeat containing, X-linked 5
219336_s_at	51008	ASCC1	NM_015947	NM_015947	NA	activating signal cointegrator 1 complex subunit 1
219337_at	54991	C1orf159	NM_017891	NM_017891	NA	chromosome 1 open reading frame 159
219338_s_at	54839	LRRC49	NM_017691	NM_017691	NA	leucine rich repeat containing 49
219339_s_at	79813	EHMT1	NM_024757	NM_024757	NA	euchromatic histone-lysine N-methyltransferase 1
219340_s_at	2055	CLN8	AF123759	NM_018941	NA	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)
219341_at	2055	CLN8	NM_018941	NM_018941	NA	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)
219342_at	64921	NBLA04196	NM_022900	NM_022900	NA	putative protein product of Nbla04196
219343_at	55664	CDC37L1	NM_017913	NM_017913	NA	CDC37 cell division cycle 37 homolog (S. cerevisiae)-like 1
219344_at	55315	SLC29A3	NM_018344	NM_018344	NA	solute carrier family 29 (nucleoside transporters), member 3
219345_at	51027	BOLA1	NM_016074	NM_016074	NA	bolA-like 1 (E. coli)
219346_at	79414	LRFN3	NM_024509	NM_024509	NA	leucine rich repeat and fibronectin type III domain containing 3
219347_at	55270	NUDT15	NM_018283	NM_018283	NA	nudix (nucleoside diphosphate linked moiety X)-type motif 15
219348_at	55850	MDS032	NM_018467	NM_018467	NA	uncharacterized hematopoietic stem/progenitor cells protein MDS032
219349_s_at	55770	SEC5L1	NM_018303	NM_018303	NA	SEC5-like 1 (S. cerevisiae)
219350_s_at	56616	DIABLO	NM_019887	NA	NA	diablo homolog (Drosophila)
219351_at	6399	TRAPPC2	NM_014563	NA	NA	trafficking protein particle complex 2
219352_at	55008	HERC6	NM_017912	NA	NA	hect domain and RLD 6
219353_at	374354	NHLRC2	NM_017687	NM_198514	NA	NHL repeat containing 2
219354_at	55295	FLJ11078	NM_018316	NM_018316	NA	hypothetical protein FLJ11078
219355_at	55086	FLJ10178	NM_018015	NM_018015	NA	hypothetical protein FLJ10178
219356_s_at	51510	CHMP5	NM_016410	NM_016410	NA	chromatin modifying protein 5
219357_at	9567	GTPBP1	NM_014027	NM_004286	NA	GTP binding protein 1
219358_s_at	55803	CENTA2	NM_018404	NM_018404	NA	centaurin, alpha 2
219359_at	80162	FLJ22635	NM_025092	NM_025092	NA	hypothetical protein FLJ22635
219360_s_at	54795	TRPM4	NM_017636	NM_017636	NA	transient receptor potential cation channel, subfamily M, member 4
219361_s_at	64782	ISG20L1	NM_022767	NM_022767	NA	interferon stimulated exonuclease gene 20kDa-like 1
219362_at	60560	MAK10	NM_024635	NM_024635	NA	MAK10 homolog, amino-acid N-acetyltransferase subunit, (S. cerevisiae)
219363_s_at	51001	MTERFD1	NM_015942	NM_015942	NA	MTERF domain containing 1
219364_at	79132	LGP2	NM_024119	NM_024119	NA	likely ortholog of mouse D11lgp2
219365_s_at	79012	CAMKV	NM_024046	NM_024046	NA	CaM kinase-like vesicle-associated
219366_at	57099	AVEN	NM_020371	NM_020371	NA	apoptosis, caspase activation inhibitor
219367_s_at	8828	NRP2	NM_018534	NA	NA	Neuropilin 2
219368_at	4674	NAP1L2	NM_021963	NM_021963	NA	nucleosome assembly protein 1-like 2
219369_s_at	78990	OTUB2	NM_023112	NM_023112	NA	OTU domain, ubiquitin aldehyde binding 2
219370_at	56475	RPRM	NM_019845	NM_019845	NA	reprimo, TP53 dependant G2 arrest mediator candidate
219371_s_at	10365	KLF2	NM_016270	NM_016270	NA	Kruppel-like factor 2 (lung)
219372_at	28981	CDV1	NM_014055	NA	NA	carnitine deficiency-associated, expressed in ventricle 1
219373_at	54344	DPM3	NM_018973	NA	NA	dolichyl-phosphate mannosyltransferase polypeptide 3
219374_s_at	79796	ALG9	NM_024740	NM_024740	NA	asparagine-linked glycosylation 9 homolog (yeast, alpha 1,2 mannosyltransferase)
219375_at	10390	CEPT1	NM_006090	NA	NA	choline/ethanolamine phosphotransferase 1
219376_at	387328	ZNF322B	NM_024639	NM_199005	NA	zinc finger protein 322B
219377_at	64762	FAM59A	NM_022751	NM_022751	NA	family with sequence similarity 59, member A
219378_at	79612	NARG1L	NM_024561	NA	NA	NMDA receptor regulated 1-like
219379_x_at	140467	ZNF358	NM_018083	NM_018083	NA	zinc finger protein 358
219380_x_at	5429	POLH	NM_006502	NM_006502	NA	polymerase (DNA directed), eta
219381_at	65250	FLJ13231	NM_023073	NM_023073	NA	hypothetical protein FLJ13231
219382_at	29946	SERTAD3	NM_013368	NA	NA	SERTA domain containing 3
219383_at	79899	FLJ14213	NM_024841	NM_024841	NA	hypothetical protein FLJ14213
219384_s_at	23536	ADAT1	NM_012091	NM_012091	NA	adenosine deaminase, tRNA-specific 1
219385_at	56833	SLAMF8	NM_020125	NM_020125	NA	SLAM family member 8
219386_s_at	56833	SLAMF8	NM_020125	NM_020125	NA	SLAM family member 8
219387_at	55704	KIAA1212	NM_017571	NM_018084	NA	KIAA1212
219388_at	79977	GRHL2	NM_024915	NM_024915	NA	grainyhead-like 2 (Drosophila)
219389_at	55061	SUSD4	NM_017982	NM_017982	NA	sushi domain containing 4
219390_at	55033	FKBP14	NM_017946	NM_017946	NA	FK506 binding protein 14, 22 kDa
219391_at	10380	BPNT1	NM_006085	NM_006085	NA	3'(2'), 5'-bisphosphate nucleotidase 1
219392_x_at	55771	FLJ11029	NM_018304	NM_018304	NA	hypothetical protein FLJ11029
219393_s_at	10000	AKT3	NM_005465	NA	NA	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)
219394_at	9489	PGS1	NM_024419	NA	NA	phosphatidylglycerophosphate synthase
219395_at	80004	RBM35B	NM_024939	NM_024939	NA	RNA binding motif protein 35B
219396_s_at	79661	NEIL1	NM_024608	NM_024608	NA	nei endonuclease VIII-like 1 (E. coli)
219397_at	80219	FLJ13448	NM_025147	NM_025147	NA	hypothetical protein FLJ13448
219398_at	63924	CIDEC	NM_022094	NM_022094	NA	cell death-inducing DFFA-like effector c
219399_at	55327	LIN7C	NM_018362	NM_018362	NA	lin-7 homolog C (C. elegans)
219400_at	8506	CNTNAP1	NM_003632	NM_003632	NA	contactin associated protein 1
219401_at	64132	XYLT2	NM_022167	NM_022167	NA	xylosyltransferase II
219402_s_at	79139	DERL1	NM_024295	NM_024295	NA	Der1-like domain family, member 1
219403_s_at	10855	HPSE	NM_006665	NM_006665	NA	heparanase
219404_at	79574	EPS8L3	NM_024526	NA	NA	EPS8-like 3
219405_at	55128	TRIM68	NM_018073	NM_018073	NA	tripartite motif-containing 68
219406_at	79078	C1orf50	NM_024097	NM_024097	NA	chromosome 1 open reading frame 50
219407_s_at	10319	LAMC3	NM_006059	NM_006059	NA	laminin, gamma 3
219408_at	54496	PRMT7	NM_019023	NM_019023	NA	protein arginine N-methyltransferase 7
219409_at	79753	SNIP1	NM_024700	NM_024700	NA	Smad nuclear interacting protein 1
219410_at	55076	TMEM45A	NM_018004	NM_018004	NA	transmembrane protein 45A
219411_at	79767	ELMO3	NM_024712	NM_024712	NA	engulfment and cell motility 3 (ced-12 homolog, C. elegans)
219412_at	23682	RAB38	NM_022337	NM_022337	NA	RAB38, member RAS oncogene family
219413_at	79777	ACBD4	NM_024722	NM_024722	NA	acyl-Coenzyme A binding domain containing 4
219414_at	64084	CLSTN2	NM_022131	NM_022131	NA	calsyntenin 2
219415_at	57348	TTYH1	NM_020659	NA	NA	tweety homolog 1 (Drosophila)
219416_at	51435	SCARA3	NM_016240	NA	NA	scavenger receptor class A, member 3
219417_s_at	54785	FLJ20014	NM_017622	NM_017622	NA	hypothetical protein FLJ20014
219418_at	79840	FLJ12610	NM_024782	NM_024782	NA	hypothetical protein FLJ12610
219419_at	79863	C18orf22	NM_024805	NM_024805	NA	chromosome 18 open reading frame 22
219420_s_at	65260	C1orf163	NM_023077	NM_023077	NA	chromosome 1 open reading frame 163
219421_at	23548	OSRF	NM_012382	NM_012382	NA	osmosis responsive factor
219422_at	NA	NA	U72763	NA	NA	NA
219423_x_at	8718	TNFRSF25	NM_003790	NA	NA	tumor necrosis factor receptor superfamily, member 25
219424_at	10148	EBI3	NM_005755	NM_005755	NA	Epstein-Barr virus induced gene 3
219425_at	25830	SULT4A1	NM_014351	NA	NA	sulfotransferase family 4A, member 1
219426_at	192669	EIF2C3	NM_024852	NA	NA	eukaryotic translation initiation factor 2C, 3
219427_at	79633	FAT4	NM_024582	NM_024582	NA	FAT tumor suppressor homolog 4 (Drosophila)
219428_s_at	11264	PXMP4	BF057649	NA	NA	peroxisomal membrane protein 4, 24kDa
219429_at	79152	FA2H	NM_024306	NM_024306	NA	fatty acid 2-hydroxylase
219430_at	56834	C11orf4	NM_020155	NM_020155	NA	chromosome 11 hypothetical protein ORF4
219431_at	79658	ARHGAP10	NM_024605	NM_024605	NA	Rho GTPase activating protein 10
219432_at	2121	EVC	NM_014556	NA	NA	Ellis van Creveld syndrome
219433_at	54880	BCOR	NM_017745	NA	NA	BCL6 co-repressor
219434_at	54210	TREM1	NM_018643	NM_018643	NA	triggering receptor expressed on myeloid cells 1
219435_at	80169	FLJ22170	NM_025099	NM_025099	NA	hypothetical protein FLJ22170
219436_s_at	51705	EMCN	NM_016242	NM_016242	NA	endomucin
219437_s_at	29123	ANKRD11	NM_013275	NM_013275	NA	ankyrin repeat domain 11
219438_at	79570	FAM77C	NM_024522	NM_024522	NA	family with sequence similarity 77, member C
219439_at	56913	C1GALT1	NM_020156	NM_020156	NA	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1
219440_at	10742	RAI2	NM_021785	NM_021785	NA	retinoic acid induced 2
219441_s_at	79705	LRRK1	NM_024652	NM_024652	NA	leucine-rich repeat kinase 1
219442_at	79014	MGC3020	NM_024048	NM_024048	NA	hypothetical protein MGC3020
219443_at	55617	TASP1	NM_017714	NM_017714	NA	taspase, threonine aspartase, 1
219444_at	63035	BCORL1	NM_021946	NM_021946	NA	BCL6 co-repressor-like 1
219445_at	29998	GLTSCR1	NM_015711	NM_015711	NA	glioma tumor suppressor candidate region gene 1
219446_at	55188	RIC8B	NM_018157	NM_018157	NA	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)
219447_s_at	51006	SLC35C2	NM_015945	NA	NA	solute carrier family 35, member C2
219448_at	54968	TMEM70	BC002748	NM_017866	NA	transmembrane protein 70
219449_s_at	54968	TMEM70	NM_017866	NM_017866	NA	transmembrane protein 70
219450_at	55286	FLJ11017	NM_018302	NM_018302	NA	hypothetical protein FLJ11017
219451_at	22921	MSRB2	NM_016064	NM_012228	NA	methionine sulfoxide reductase B2
219452_at	64174	DPEP2	NM_022355	NM_022355	NA	dipeptidase 2
219453_at	79786	C16orf44	NM_024731	NM_024731	NA	chromosome 16 open reading frame 44
219454_at	25975	EGFL6	NM_015507	NM_015507	NA	EGF-like-domain, multiple 6
219455_at	79846	FLJ21062	NM_024788	NM_024788	NA	hypothetical protein FLJ21062
219456_s_at	79890	RIN3	AW027923	NM_024832	NA	Ras and Rab interactor 3
219457_s_at	79890	RIN3	NM_024832	NM_024832	NA	Ras and Rab interactor 3
219458_s_at	63899	NSUN3	NM_022072	NM_022072	NA	NOL1/NOP2/Sun domain family, member 3
219459_at	55703	POLR3B	NM_018082	NM_018082	NA	polymerase (RNA) III (DNA directed) polypeptide B
219460_s_at	55654	FLJ20507	NM_017849	NM_017849	NA	hypothetical protein FLJ20507
